5,600,0,0.11206,3152228,14241046,29340292,15998,3.8551,4
5,600,0,0.143562,3629859,18503461,22966568,17797,3.0092,6
5,600,0,0.175719,3978054,19890053,24968844,15614,2.4585,8
5,1000,0,0.365867,10645952,45854159,110897640,62644,5.4665,4
5,1000,0,0.42019,10792042,51432501,94717665,44157,4.7598,6
5,1000,0,0.523523,12851180,60096436,109011242,35179,3.8203,8
5,1400,0,0.751474,15563812,68198023,163743952,110106,7.3030,4
5,1400,0,0.863665,22000560,100375247,218242439,79530,6.3543,6
5,1400,0,1.05883,23839231,112019416,251365711,60980,5.1831,8
5,1800,0,1.37683,34569176,134945257,318794335,211469,8.4716,4
5,1800,0,1.54887,37646591,169620763,340988128,137312,7.5306,6
5,1800,0,1.78322,39474805,185502786,382348813,110474,6.5410,8
5,2200,0,2.26749,27049935,117367045,280165803,304849,9.3919,4
5,2200,0,2.3679,51122943,222139770,432081397,210713,8.9936,6
5,2200,0,2.70429,52585593,251805070,468722865,180039,7.8749,8
5,2600,0,3.37383,61713274,244445259,540208489,390411,10.4190,4
5,2600,0,3.48003,70871709,308758914,703219706,294002,10.1011,6
5,2600,0,3.9608,89513568,403240205,896995564,252742,8.8750,8
5,3000,0,4.91938,48406496,214092703,480106885,553820,10.9770,4
5,3000,0,4.98872,96674706,411280147,824117971,392050,10.8244,6
5,3000,0,5.35481,98469703,452965288,982653593,350170,10.0844,8
5,4096,0,11.105,102850651,430806462,688435791,774429,12.3763,4
5,4096,0,10.3592,189475139,797264474,1241112338,668004,13.2673,6
5,4096,0,10.9709,131525800,604129053,597188801,728894,12.5276,8
5,6144,0,32.8117,228066712,983174942,1431513334,1769840,14.1369,4
5,6144,0,30.076,259269545,1160584284,1796174834,1206867,15.4228,6
5,6144,0,30.5255,335864353,1651891413,2846585369,1327422,15.1957,8
5,8192,0,73.931,400667509,1809367197,3435811446,3688176,14.8721,4
5,8192,0,63.0914,594473789,2417867195,8872182130,2061433,17.4273,6
5,8192,0,61.1953,518817934,2471827439,2908901959,1558521,17.9672,8
5,10240,0,140.893,713465843,2879923885,4993176399,5496170,15.2419,4
5,10240,0,116.794,978696565,4450006626,7327214381,3478760,18.3870,6
5,10240,0,110.043,944949915,4650282012,7364507381,2226283,19.5149,8

5,600,0,0.114036,3230267,14602122,27698659,5763,3.7883,4
5,600,0,0.143987,3936313,19294037,20751719,6006,3.0003,6
5,600,0,0.177249,3869902,18861490,16256920,6095,2.4372,8
5,1000,0,0.365218,11014451,46979384,99539327,9373,5.4762,4
5,1000,0,0.425911,11615149,53516344,90033752,8714,4.6958,6
5,1000,0,0.508329,12213096,58251618,87069099,7827,3.9345,8
5,1400,0,0.764185,17200437,73769610,193282150,8546,7.1815,4
5,1400,0,0.872842,22968906,101679771,190905003,9245,6.2875,6
5,1400,0,1.07218,24466924,114597589,221390300,8573,5.1185,8
5,1800,0,1.36796,36277382,138514335,304651089,10548,8.5266,4
5,1800,0,1.54673,42099973,180039841,363530102,9611,7.5411,6
5,1800,0,1.80855,40017561,186948606,351862862,8980,6.4494,8
5,2200,0,2.23721,32153389,135634291,331823587,10078,9.5190,4
5,2200,0,2.36445,48226014,214628927,367780533,10259,9.0068,6
5,2200,0,2.67448,60263140,274693369,511245641,9908,7.9627,8
5,2600,0,3.39652,66595492,258245232,580828789,13888,10.3494,4
5,2600,0,3.48917,76280971,324270617,590270757,11401,10.0746,6
5,2600,0,3.86126,92054049,407560260,796700261,10609,9.1038,8
5,3000,0,4.90504,56779803,243443945,563209049,12033,11.0091,4
5,3000,0,4.97185,109701432,435320037,901097594,11609,10.8611,6
5,3000,0,5.34728,99816853,452855831,850575104,11940,10.0986,8
5,4096,0,11.3613,103029507,411979200,614330297,16682,12.0971,4
5,4096,0,10.5299,206715218,843327429,1222078556,15859,13.0523,6
5,4096,0,11.0544,123675519,605272726,626848876,14107,12.4330,8
5,6144,0,33.7545,249901458,961640827,1184543802,33632,13.7421,4
5,6144,0,29.6573,273404051,988061736,1886413643,26435,15.6406,6
5,6144,0,30.7908,312517635,1538483015,2771458984,24555,15.0648,8
5,8192,0,76.0781,436492316,1903106155,2830207377,48649,14.4524,4
5,8192,0,65.0508,578209545,2483806078,6991896671,42583,16.9023,6
5,8192,0,62.6627,483607237,1852649969,2638071779,32012,17.5465,8
5,10240,0,141.254,796432335,3145828194,3604026748,106170,15.2029,4
5,10240,0,119.586,1090467025,4781374064,7117358742,65788,17.9577,6
5,10240,0,114.148,884546891,4334094481,7227033591,47860,18.8132,8

5,600,0,0.092448,1944583,10887383,35420315,6415,4.6729,4
5,600,0,0.113439,2182098,10898673,32736782,7014,3.8082,6
5,600,0,0.164265,2308396,13450401,34380165,7195,2.6299,8
5,1000,0,0.274796,5344947,29063021,107173385,10823,7.2781,4
5,1000,0,0.330379,5754990,29708191,94213065,8933,6.0537,6
5,1000,0,0.428412,5948526,37563575,95683940,8108,4.6684,8
5,1400,0,0.589877,10396531,51052407,248447527,11945,9.3036,4
5,1400,0,0.687728,11412709,59133859,242182530,8438,7.9799,6
5,1400,0,0.794965,11759762,74415113,185380685,7837,6.9034,8
5,1800,0,1.0014,17564026,93015571,437902984,11178,11.6476,4
5,1800,0,1.1581,18606726,98463264,392672626,10323,10.0717,6
5,1800,0,1.34441,19588447,120002941,337891148,10044,8.6759,8
5,2200,0,1.63552,26018948,134922737,770503750,9668,13.0209,4
5,2200,0,1.7919,29236480,135418601,643750717,9333,11.8846,6
5,2200,0,2.01383,28979651,172840583,574047027,9850,10.5749,8
5,2600,0,2.41024,37564920,197081711,1211738834,17088,14.5844,4
5,2600,0,2.61777,40896253,201390408,1001594912,10708,13.4282,6
5,2600,0,2.92768,39485212,242370564,844535998,11718,12.0068,8
5,3000,0,3.48263,48596244,271872008,1718074659,11686,15.5055,4
5,3000,0,3.6589,49876508,259793512,1476696126,11558,14.7585,6
5,3000,0,3.96644,53896267,320401297,1250173515,12553,13.6142,8
5,4096,0,7.60027,91027483,535314986,4522084719,17145,18.0834,4
5,4096,0,7.36902,96069793,534985467,3402986157,14343,18.6509,6
5,4096,0,7.96089,98107034,621734107,2820949242,13746,17.2643,8
5,6144,0,21.027,200935919,1121191271,12814773483,25361,22.0600,4
5,6144,0,19.4099,212635200,1248352734,10442746379,18260,23.8980,6
5,6144,0,20.3853,222261585,1262843244,8624777890,16384,22.7544,8
5,8192,0,45.0187,368591543,1736302120,29075020374,37604,24.4234,4
5,8192,0,40.2479,422713691,2318664599,23481683700,22087,27.3185,6
5,8192,0,41.3952,423482973,2357281157,18927419285,24044,26.5613,8
5,10240,0,82.2474,554367755,2841146230,55114431941,46310,26.1101,4
5,10240,0,70.2989,620328099,3234351053,43089611049,33942,30.5479,6
5,10240,0,71.8556,620617551,3537131826,35434837652,39238,29.8861,8
5,14336,0,208.461,1078909100,6089354926,153707736518,71456,28.2676,4
5,14336,0,164.993,1312376838,7009111749,92468351669,61091,35.7149,8
